Date,Hour,TopTankLevel,BottomTankLevel,Voltage,Current,Temperature,TempVariation,Humidity,SpecialDay,Leakage,RefillStart,Duration
2023-01-01,0:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,1:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,2:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,3:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,4:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,5:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,6:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,1,121.9
2023-01-01,7:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,8:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,9:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,10:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,11:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,12:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,13:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,14:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,15:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,16:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,17:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,18:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,19:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,20:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,21:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,22:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-01,23:00,20.766764667477922,343.47783000544246,225.004665982965,3.4187888013178247,12.146513818772071,1.9845466576682926,60.99723282229841,1,0,0,0.0
2023-01-02,0:00,60.32954249456877,154.46414744627972,224.4659924244471,2.058471400190963,16.861266203518916,0.7241703070205707,45.657647723584546,0,0,0,0.0
2023-01-02,1:00,60.32954249456877,154.46414744627972,224.4659924244471,2.058471400190963,16.861266203518916,0.7241703070205707,45.657647723584546,0,0,0,0.0
2023-01-02,2:00,60.32954249456877,154.46414744627972,224.4659924244471,2.058471400190963,16.861266203518916,0.7241703070205707,45.657647723584546,0,0,0,0.0
2023-01-02,3:00,60.32954249456877,154.46414744627972,224.4659924244471,2.058471400190963,16.861266203518916,0.7241703070205707,45.657647723584546,0,0,0,0.0
2023-01-02,4:00,60.32954249456877,154.46414744627972,224.4659924244471,2.058471400190963,16.861266203518916,0.7241703070205707,45.657647723584546,0,0,0,0.0
2023-01-02,5:00,60.32954249456877,154.46414744627972,224.4659924244471,2.058471400190963,16.861266203518916,0.7241703070205707,45.657647723584546,0,0,0,0.0
